player_id,team_id,jersey_no,player_name,posi_to_play,dt_of_bir,age,playing_club
160395,1218,4,Jan Durica,DF,1981-12-10,34,Lokomotiv Moskva
160396,1218,5,Norbert Gyomber,DF,1992-07-03,23,Roma
160404,1218,6,Jan Gregus,MF,1991-01-29,25,Jablonec
160411,1218,7,Vladimir Weiss,MF,1989-11-30,26,Al-Gharafa
160403,1218,8,Ondrej Duda,MF,1994-12-05,21,Legia
160414,1218,9,Stanislav Sestak,FD,1982-12-16,33,Ferencvaros
160410,1218,10,Miroslav Stoch,MF,1989-10-19,26,Bursaspor
160413,1218,11,Adam Nemec,FD,1985-09-02,30,Willem II
160394,1218,12,Jan Novota,GK,1983-11-29,32,Rapid Wien
160406,1218,13,Patrik HroSovsky,MF,1992-04-22,24,Plzen
160400,1218,14,Milan Skriniar,DF,1995-02-11,21,Sampdoria
160397,1218,15,TomasHubocan,DF,1985-09-17,30,Dinamo Moskva
160399,1218,16,Kornel Salata,DF,1985-01-24,31,Slovan Bratislava
160405,1218,17,Marek Hamsik,MF,1987-07-27,28,Napoli
160402,1218,18,Dusan Svento,DF,1985-08-01,30,Koln
160407,1218,19,Juraj Kucka,MF,1987-02-26,29,Milan
160408,1218,20,Robert Mak,MF,1991-03-08,25,PAOK
160412,1218,21,Michal Duris,FD,1988-06-01,28,Plzen
160409,1218,22,Viktor Pecovsky,MF,1983-05-24,33,zilina
160392,1218,23,MatusKozacik,GK,1983-12-27,32,Plzen
160415,1219,1,Lker Casillas,GK,1981-05-20,35,Porto
160418,1219,2,Cesar Azpilicueta,DF,1989-08-28,26,Chelsea
160423,1219,3,Gerard Pique,DF,1987-02-02,29,Barcelona
160419,1219,4,Marc Bartra,DF,1991-01-15,25,Barcelona
160427,1219,5,Sergio Busquets,MF,1988-07-16,27,Barcelona
160429,1219,6,Andres Iniesta,MF,1984-05-11,32,Barcelona
160435,1219,7,Alvaro Morata,FD,1992-10-23,23,Juventus
160430,1219,8,Koke,MF,1992-01-08,24,Atletico
160434,1219,9,Lucas Vazquez,FD,1991-07-01,24,Real Madrid
160428,1219,10,Cesc Fabregas,MF,1987-05-04,29,Chelsea
160437,1219,11,Pedro Rodriguez,FD,1987-07-28,28,Chelsea
160420,1219,12,Hector Bellerin,DF,1995-03-19,21,Arsenal
160416,1219,13,David de Gea,GK,1990-11-07,25,Man. United
160432,1219,14,Thiago Alcantara,MF,1991-04-11,25,Bayern
160424,1219,15,Sergio Ramos,DF,1986-03-30,30,Real Madrid
160422,1219,16,Juanfran,DF,1985-01-09,31,Atletico
160425,1219,17,Mikel San Jose,DF,1989-05-30,27,Athletic
160421,1219,18,Jordi Alba,DF,1989-03-21,27,Barcelona
160426,1219,19,Bruno Soriano,MF,1984-06-12,32,Villarreal
160433,1219,20,Aritz Aduriz,FD,1981-02-11,35,Athletic
160431,1219,21,David Silva,MF,1986-01-08,30,Man. City
160436,1219,22,Nolito,FD,1986-10-15,29,Celta
160417,1219,23,Sergio Rico,GK,1993-09-01,22,Sevilla
160439,1220,1,Andreas Isaksson,GK,1981-10-03,34,Kasimpasa
160446,1220,2,Mikael Lustig,DF,1986-12-13,29,Celtic
160444,1220,3,Erik Johansson,DF,1988-12-30,27,Kobenhavn
160442,1220,4,Andreas Granqvist,DF,1985-04-16,31,Krasnodar
160447,1220,5,Martin Olsson,DF,1988-05-17,28,Norwich
160451,1220,6,Emil Forsberg,MF,1991-10-23,24,Leipzig
160454,1220,7,Sebastian Larsson,MF,1985-06-06,31,Sunderland
160449,1220,8,Albin Ekdal,MF,1989-07-28,26,Hamburg
160453,1220,9,Kim Kallstrom,MF,1982-08-24,33,Grasshoppers
160459,1220,10,Zlatan Ibrahimovic,FD,1981-10-03,34,Paris
160457,1220,11,Marcus Berg,FD,1986-08-17,29,Panathinaikos
160440,1220,12,Robin Olsen,GK,1990-01-08,26,Kobenhavn
160443,1220,13,Pontus Jansson,DF,1991-02-13,25,Torino
160445,1220,14,Victor Lindelof,DF,1994-07-17,21,Benfica
160452,1220,15,Oscar Hiljemark,MF,1992-06-28,23,Palermo
160456,1220,16,Pontus Wernbloom,MF,1986-06-25,29,CSKA Moskva
160441,1220,17,Ludwig Augustinsson,DF,1994-04-21,22,Kobenhavn
160455,1220,18,Oscar Lewicki,MF,1992-07-14,23,Malmo
160460,1220,19,Emir Kujovic,FD,1988-06-22,27,Norrkoping
160458,1220,20,John Guidetti,FD,1992-04-15,24,Celta
160448,1220,21,Jimmy Durmaz,MF,1989-03-22,27,Olympiacos
160450,1220,22,Erkan Zengin,MF,1985-08-05,30,Trabzonspor
160438,1220,23,Patrik Carlgren,GK,1992-01-08,24,AIK
160463,1221,1,Yann Sommer,GK,1988-12-17,27,Monchengladbach
160467,1221,2,Stephan Lichtsteiner,DF,1984-01-16,32,Juventus
160468,1221,3,Francois Moubandje,DF,1990-06-21,25,Toulouse
160465,1221,4,Nico Elvedi,DF,1996-09-30,19,Monchengladbach
160471,1221,5,Steve von Bergen,DF,1983-06-10,33,Young Boys
160466,1221,6,Michael Lang,DF,1991-02-08,25,Basel
160480,1221,7,Breel Embolo,FD,1997-02-14,19,Basel
160475,1221,8,Fabian Frei,MF,1989-01-08,27,Mainz
160482,1221,9,Haris Seferovic,FD,1992-02-22,24,Frankfurt
160477,1221,10,Granit Xhaka,MF,1992-09-27,23,Monchengladbach
160472,1221,11,Valon Behrami,MF,1985-04-19,31,Watford
160462,1221,12,Marwin Hitz,GK,1987-09-18,28,Augsburg
160469,1221,13,Ricardo Rodriguez,DF,1992-08-25,23,Wolfsburg
160478,1221,14,Denis Zakaria,MF,1996-11-20,19,Young Boys
160473,1221,15,Blerim Dzemaili,MF,1986-04-12,30,Genoa
160474,1221,16,Gelson Fernandes,MF,1986-09-02,29,Rennes
160483,1221,17,Shani Tarashaj,FD,1995-02-07,21,Grasshoppers
160481,1221,18,Admir Mehmedi,FD,1991-03-16,25,Leverkusen
160479,1221,19,Eren Derdiyok,FD,1988-06-12,28,Kasimpasa
160464,1221,20,Johan Djourou,DF,1987-01-18,29,Hamburg
160461,1221,21,Roman Burki,GK,1990-11-14,25,Dortmund
160470,1221,22,Fabian Schar,DF,1991-12-20,24,Hoffenheim
160476,1221,23,Xherdan Shaqiri,MF,1991-10-10,24,Stoke
160486,1222,1,Volkan Babacan,GK,1988-08-11,27,Istanbul Basaksehir
160492,1222,2,Semih Kaya,DF,1991-02-24,25,Galatasaray
160490,1222,3,Hakan Balta,DF,1983-03-23,33,Galatasaray
160487,1222,4,Ahmet Calik,DF,1994-02-26,22,Genclerbirligi
160497,1222,5,Nuri Sahin,MF,1988-09-05,27,Dortmund
160495,1222,6,Hakan Calhanoglu,MF,1994-02-08,22,Leverkusen
160489,1222,7,Gokhan Gonul,DF,1985-01-04,31,Fenerbahce
160501,1222,8,Selcuk Inan,MF,1985-02-10,31,Galatasaray
160505,1222,9,Cenk Tosun,FD,1991-06-07,25,Besiktas
160494,1222,10,Arda Turan,MF,1987-01-30,29,Barcelona
160499,1222,11,Olcay Sahan,MF,1987-05-26,29,Besiktas
160485,1222,12,Onur Kivrak,GK,1988-01-01,28,Trabzonspor
160491,1222,13,Ismail Koybasi,DF,1989-07-10,26,Besiktas
160498,1222,14,Oguzhan Ozyakup,MF,1992-09-23,23,Besiktas
160496,1222,15,Mehmet Topal,MF,1986-03-03,30,Fenerbahce
160500,1222,16,Ozan Tufan,MF,1995-03-23,21,Fenerbahce
160504,1222,17,Burak Yilmaz,FD,1985-07-15,30,Beijing Guoan
160488,1222,18,Caner Erkin,DF,1988-10-04,27,Fenerbahce
160503,1222,19,Yunus Malli,MF,1992-02-24,24,Mainz
160502,1222,20,Volkan Sen,MF,1987-07-07,28,Fenerbahce
160506,1222,21,Emre Mor,FD,1997-07-24,18,Nordsjælland
160493,1222,22,Sener Ozbayrakli,DF,1990-01-23,26,Fenerbahce
160484,1222,23,Harun Tekin,GK,1989-06-17,27,Bursaspor
160507,1223,1,Denys Boyko,GK,1988-01-29,28,Besiktas
160510,1223,2,Bohdan Butko,DF,1991-01-13,25,Amkar
160512,1223,3,Yevhen Khacheridi,DF,1987-07-28,28,Dynamo Kyiv
160524,1223,4,Anatoliy Tymoshchuk,MF,1979-03-30,37,Kairat
160513,1223,5,Olexandr Kucher,DF,1982-10-22,33,Shakhtar Donetsk
160522,1223,6,Taras Stepanenko,MF,1989-08-08,26,Shakhtar Donetsk
160525,1223,7,Andriy Yarmolenko,MF,1989-10-23,26,Dynamo Kyiv
160529,1223,8,Roman Zozulya,FD,1989-11-17,26,Dnipro
160519,1223,9,Viktor Kovalenko,MF,1996-02-14,20,Shakhtar Donetsk
160518,1223,10,Yevhen Konoplyanka,MF,1989-09-29,26,Sevilla
160528,1223,11,Yevhen Seleznyov,FD,1985-07-20,30,Shakhtar Donetsk
160508,1223,12,Andriy Pyatov,GK,1984-06-28,31,Shakhtar Donetsk
160515,1223,13,Vyacheslav Shevchuk,DF,1979-05-13,37,Shakhtar Donetsk
160520,1223,14,Ruslan Rotan,MF,1981-10-29,34,Dnipro
160527,1223,15,Pylyp Budkivskiy,FD,1992-03-10,24,Zorya
160523,1223,16,Serhiy Sydorchuk,MF,1991-05-02,25,Dynamo Kyiv
160511,1223,17,Artem Fedetskiy,DF,1985-04-26,31,Dnipro
160521,1223,18,Serhiy Rybalka,MF,1990-04-01,26,Dynamo Kyiv
160516,1223,19,Denys Garmash,MF,1990-04-19,26,Dynamo Kyiv
160514,1223,20,Yaroslav Rakitskiy,DF,1989-08-03,26,Shakhtar Donetsk
160526,1223,21,Olexandr Zinchenko,MF,1996-12-15,19,Ufa
160517,1223,22,Olexandr Karavaev,MF,1992-06-02,24,Zorya
160509,1223,23,Mykyta Shevchenko,GK,1993-01-26,23,Zorya
160531,1224,1,Wayne Hennessey,GK,1987-01-24,29,Crystal Palace
160536,1224,2,Chris Gunter,DF,1989-07-21,26,Reading
160538,1224,3,Neil Taylor,DF,1989-02-07,27,Swansea
160535,1224,4,Ben Davies,DF,1993-04-24,23,Tottenham
160533,1224,5,James Chester,DF,1989-01-23,27,West Brom
160539,1224,6,Ashley Williams,DF,1984-08-23,31,Swansea
160540,1224,7,Joe Allen,MF,1990-03-14,26,Liverpool
160542,1224,8,Andy King,MF,1988-10-29,27,Leicester
160550,1224,9,Hal Robson-Kanu,FD,1989-05-21,27,Reading
160544,1224,10,Aaron Ramsey,MF,1990-12-26,25,Arsenal
160547,1224,11,Gareth Bale,FD,1989-07-16,26,Real Madrid
160530,1224,12,Owain Fon Williams,GK,1987-03-17,29,Inverness
160552,1224,13,George Williams,FD,1995-09-07,20,Fulham
160541,1224,14,David Edwards,MF,1986-02-03,30,Wolves
160537,1224,15,Jazz Richards,DF,1991-04-12,25,Fulham
160543,1224,16,Joe Ledley,MF,1987-01-23,29,Crystal Palace
160549,1224,17,David Cotterill,FD,1987-12-04,28,Birmingham
160551,1224,18,Sam Vokes,FD,1989-10-21,26,Burnley
160534,1224,19,James Collins,DF,1983-08-23,32,West Ham
160546,1224,20,Jonathan Williams,MF,1993-10-09,22,Crystal Palace
160532,1224,21,Danny Ward,GK,1993-06-22,22,Liverpool
160545,1224,22,David Vaughan,MF,1983-02-18,33,Nottm Forest
160548,1224,23,Simon Church,FD,1988-12-10,27,MK Dons
